Project ID,Insect Type,Insect Order,Project Title,Project Description,Type,16s rRNA,full_results
PRJNA951899,Honeybee,Hymenoptera,Effect of migratory beekeeping on Indian honey bee microbiota,"The taxonomic composition of the gut microbiota is dynamic throughout the honeybee life cycle and the different migratory sites. However, it remains unclear how drastic changes occurring in migratory sites, such as changing floral food, parasitism and pathogens infestation, impact gut microbiota dynamics. The objective of this study was to characterize the gut microbiota of the honeybee (Apis cerana indica) at different migratory sites of Puducherry and Tamil Nadu",paired,0,0
PRJNA950933,Spodoptera exigua,Lepidoptera,Gut microbiota diversity of Spodoptera exigua after fed with Bt,Studies of the effect to Gut microbiota diversity of Spodoptera exigua after infection with Bt and uracil deficient Bt strain,paired,0,0
PRJNA949944,silkworm,Lepidoptera,Effects of PS-MNPs on silkworms gut microbiota,To evaluate how long-term exposure to three different sizes of PS-MNPs affect gut microbiota of silkworms,paired,1,1
PRJNA947378,armyworm (Spodoptera frugiperda,Lepidoptera,Investogation of fall armyworm (Spodoptera frugiperda) gut microbiome and entomopathogenic fungus-induced pathobiome,"In this project, the gut bacterial composition of the FAW was investigated and compared between field and laboratory populations. In addition, the gut bacterial composition of EPF-infected FAWs was also investigated and further compared with that of uninfected FAWs.",paired,0,0
PRJEB60083,Bee,Hymenoptera,Gut fungal communities in the gut compartments and ovaries of four solitary bee species,"ITS2 amplicon sequencing study to characterise the fungal communities in the gut compartments crop, midgut and hindgut and in the ovaries of four solitary bee species common to Belgium: Andrena vaga, Anthophora plumipes, Colletes cunicularius and Osmia cornuta.",paired,0,0
PRJNA943595,Mosquito,Diptera,Possum excreta and mosquitoes raw sequence reads,"A spatial study of mosquitoes that identified Mycobacterium ulcerans significantly associated with Ae. notoscriptus and showed using genomics that mosquitoes, possums and humans are part of the same transmission chain.",paired,0,0
PRJNA940397,Apis mellifera Ligustica Spinola,Hymenoptera,Apis mellifera Ligustica Spinola gut microbes Raw sequence reads,Apis mellifera,paired,0,0
PRJNA940061,Apis mellifera Ligustica Spinola,Hymenoptera,Apis mellifera Ligustica Spinola gut microbes Raw sequence reads,16Sseq of honeybee,paired,0,0
PRJNA940037,Apis mellifera Ligustica Spinola,Hymenoptera,Apis mellifera Ligustica Spinola gut microbes Raw sequence reads,Apis mellifera Ligustica Spinola,paired,0,0
PRJNA939966,armyworm,Lepidoptera,Gut microbial diversity of fall armyworm by feeding on different food types,Gut microbial composition and diversity of fall armyworm feeding on different food types by 16s rDNA sequencing,paired,0,0
PRJNA938257,silkworm,Lepidoptera,nSiO2 exposure on silkworm gene expression pattern,The effects of nSiO2 exposure on silkworm midgut gene expression pattern,paired,0,0
PRJNA938249,Sarcophaga peregrina,Diptera,Gut bacterial diversity across life stages of the Sarcophaga peregrina,Gut bacterial diversity across life stages of the Sarcophaga peregrina,paired,0,0
PRJNA937672,silkworm,Lepidoptera,SiO2 nanoparticle exposure on silkworm midgut microbial diversity,The effects of short-term dietary exposure to SiO2 nanoparticle on silkworm midgut microbial diversity,paired,0,0
PRJNA935168,Ctenocephalides felis,Siphonaptera,Gut Metagenome of Ctenocephalides felis,Aim to study the microbiota and difference between males and females of cat fleas,paired,0,0
PRJNA935124,,,insect gut metagenome Raw sequence reads,"Feed type and intestinal site would change the larval intestinal microorganisms and also alter the bacterial protein and lipid metabolisms. In this study, we chose three typical feeds (chicken feed, wheat bran, and chicken manure) and two intestinal sites (middle intestine and posterior intestine) and sampled the bacterial communities of the larvae at three-time points over 7 days. ). larvae fat and protein biomass, amino acid and fatty acid of larvae, microbial community compositions, synthesis potential of amino acids and fatty acids were measured.",paired,0,0
PRJNA933393,Diaphorina citri Kuwayama,Hemiptera,Diaphorina citri Kuwayama Raw sequence reads,normal metagenome sequencing of Diaphorina citri gut tissue,paired,0,0
PRJNA932237,caterpillars,Lepidoptera,Fungal and bacterial microbiomes of caterpillars fed on artificial diet,The effect of plant toxic secondary compounds on microbial communities of associated caterpillars,paired,0,0
PRJNA931270,Cotinis nitida Linnaeus (Coleoptera: Scarabaeidae),Coleoptera,Gut bacterial communities of adult and larval Cotinis nitida Linnaeus (Coleoptera: Scarabaeidae),"Amplicons from adult and larval representatives of the beetle Cotinis nitida are used to assess bacterial community structure according to life stage, sex, and gut region",paired,1,1
PRJNA930181,Spodoptera littoralis,Lepidoptera,Gut Metagenome of Spodoptera littoralis,"Spodoptera littoralis (S. littoralis) is a major cruciferous crop pest with wide range of host plants. Previous studies have shown that diet content significantly affects gut microbial communities for insect growth, development, resistance, behaviour, and environmental adaption. However, understanding the effect of multiple dietary changes on microbial community structure is minimal. This study has investigated the diet-induced changes in S. littoralis microbiome using high-throughput 16S ribosomal sequencing.",paired,1,1
PRJNA929464,Aphis gossypii Glover,Hemiptera,gut symbiont 16S rDNA sequences on Aphis gossypii Glover,Studies of gut symbiont diversity on Aphis gossypii Glover,paired,1,1
PRJNA925287,black soldier fly larvae (Hermetia illucens L.),Diptera,the intestinal microbiota of black soldier fly larvae (Hermetia illucens L.),high-throughput sequencing technology was used to study the effects of different nutritional compositions on intestinal microbiota of BSF.,paired,1,1
PRJNA924994,Vespa velutina nigri-thorax,Hymenoptera,Molecular identification of Asian hornet Vespa velutina nigri-thorax prey from larval gut contents,Molecular identification of Asian hornet Vespa velutina nigri-thorax prey from larval gut contents: a promising method to study the diet of an invasive pest,single,0,0
PRJEB50047,Medfly,Diptera,Medfly gut microbiome,"In this project, we examined the hypothesis that following oviposition, bacterial communities develop in a discrete manner that is influenced by maternal and host effects in Mediterranean fruit fly Ceratitis capitata.",paired,0,0
PRJNA923004,Drosophila,Diptera,The microbiome stabilizes circadian rhythms in the gut,"The ways in which the gut microbiome modulates host physiology are of interest from scientific and clinical perspectives. Given that much of physiology is under circadian regulation, we used a Drosophila model to ask how the microbiome interacts with circadian rhythms in the gut. We found that the microbiome itself did not cycle in flies fed ad libitum. A timed feeding (TF) paradigm induced oscillations of some species in clockless per01 flies but effects were small and this paradigm did not detectably enhance fitness. Despite limited circadian, TF and the presence of a microbiome influenced the composition of the gut circadian transcriptome, independently and in concert. In addition, TF altered the phase and amplitude of rhythmic gene expression, with the latter mediated, at least in part, by widespread changes in histone acetylation. Loss of the microbiome increased cycling amplitude in germ-free animals. However, despite their higher amplitude circadian cycling, germ-free flies reset more rapidly following a circadian disruption paradigm. We propose that the microbiome stabilizes cycling in the host gut to prevent rapid fluctuations under different environmental conditions.",paired,1,1
PRJNA922519,Spodoptera frugiperda (Lepidoptera: Noctuidae) ,Lepidoptera,Spodoptera frugiperda (Lepidoptera: Noctuidae) Life Table Comparisons and Gut Microbiome Analysis Feeding on corn Varieties,Insect (FAW) Gut Microbiome,paired,0,0
PRJNA922501,"Fall armyworm, Spodoptera frugiperda (Lepidoptera: Noctuidae)",Lepidoptera,"Fall armyworm, Spodoptera frugiperda (Lepidoptera: Noctuidae) Whole Gut bacteria Metagenome","Spodoptera frugiperda (Fall armyworm, FAW) was feeding on six different genotypes of maize. Based on feeding maize plant leaves (fifth instar larvae were collected for assessing gut microbiomes, Illumina 16S Metagenomic sequencing library protocols targeting the 16S rRNA V3-V4 region, the nucleotide sequence was produced using the MiSeqTM platform",paired,0,0
PRJDB10124,dragonfly,Diptera,Fecal microflora of dragonfly,Meta 16S rDNA sequences of fecal microbes of dragonfries were analyzed by using Illumina sequencer. The microbial characteristics of dragonfly feces will confer useful information to reveal the metabolism in gut and mechanisms of host-microbe coexistence.,paired,0,0
PRJNA917478,Clanis bilineata tsingtauica,Lepidoptera,16S sequecing on edible insects,The V3-V4 region of 16S rRNA genes sequencing and analysis on Clanis bilineata tsingtauica,single,0,0
